No.,Date,Sub Genre,CollectionName,No.,SongDate,Artist Name,Song Name,Sub Genre 1,Sub Genre 2,YouTube URL,Memo,Tagline,Bot Name,,,,,,,,
10,2016-12-24,R&B/Soul,Comit,55,2016-12-22,John Legend,Tonight,R&B/Soul,,https://www.youtube.com/watch?v=iXvy8ZeCs5M,Good,"I DON'T MEAN TO BRAG, BUT…",SimCard,,,,,,,,
10,2016-12-24,R&B/Soul,Comit,56,2016-12-22,Miguel,Adorn,Alternative R&B,R&B/Soul,https://www.youtube.com/watch?v=8dM5QYdTo08,Good,THESE FEELINGS WILL PROTECT YOU,SimCard,,,,,,,,
10,2016-12-24,R&B/Soul,Comit,57,2016-12-23,Whitney Houston,You Give Good Love,R&B/Soul,,https://www.youtube.com/watch?v=dY7PmX6Oz58,Good,TAKE THIS HEART OF MINE,SimCard,,,,,,,,
10,2016-12-24,R&B/Soul,Comit,58,2016-12-23,Ariana Grande,One Last Time,Reggae Fusion,,https://www.youtube.com/watch?v=BPgEgaPk62M,Good,I NEED TO BE THE ONE WHO TAKES YOU HOME,SimCard,,,,,,,,
10,2016-12-24,R&B/Soul,Comit,59,2016-12-23,Natalie Cole,This Will Be,R&B/Soul,,https://www.youtube.com/watch?v=lswB6q2t_6c,Good,AN EVERLASTING LOVE,SimCard,,,,,,,,
10,2016-12-24,R&B/Soul,Comit,60,2016-12-23,Jagged Edge,Let's Get Married,R&B/Soul,,https://www.youtube.com/watch?v=9XwPCVvMcuE,Good,I LOVED YOU FROM THE START,SimCard,,,,,,,,
11,2016-12-24,Alternative R&B,Numb,61,2016-12-22,Frank Ocean,Novacane,Alternative R&B,,https://www.youtube.com/watch?v=TMfPJT4XjAI,Good,I CAN'T FEEL NOTHING,Showtime,,,,,,,,
11,2016-12-24,Alternative R&B,Numb,62,2016-12-22,The Weeknd,Can't Feel My Face,Alternative R&B,,https://www.youtube.com/watch?v=KEI4qSrkPAs,Good,THE WORST IS YET TO COME,Showtime,,,,,,,,
11,2016-12-24,Alternative R&B,Numb,63,2016-12-23,TINASHE,Cold Sweat,Alternative R&B,,https://www.youtube.com/watch?v=QXQPDNuOUCo,Good,I LIKE BEING ALONE,Showtime,,,,,,,,
11,2016-12-24,Alternative R&B,Numb,64,2016-12-23,August Alsina,Numb,Alternative R&B,,https://www.youtube.com/watch?v=v73ECi8ou8g,Good,SEVERAL DIFFERENT LEVELS,Showtime,,,,,,,,
11,2016-12-24,Alternative R&B,Numb,65,2016-12-22,Cassie,Numb,Alternative R&B,,https://www.youtube.com/watch?v=ZO_YmLbHTc8,Good,I MAKE MUSIC TO NUMB YOUR BRAIN,Showtime,,,,,,,,
11,2016-12-24,Alternative R&B,Numb,66,2016-12-22,Rihanna,Numb,Alternative R&B,,https://www.youtube.com/watch?v=gy9PGEau2zQ,Good,GET CLOSER TO ME,Showtime,,,,,,,,
12,2016-12-23,R&B/Soul,Free,67,2016-12-22,Pharrell Williams,Freedom,Funk/Groove,,https://www.youtube.com/watch?v=LlY90lG_Fuw,Good,YOU STILL BELIEVE,Lady_Funk,,,,,,,,
12,2016-12-23,R&B/Soul,Free,68,2016-12-22,Common,Glory,Blues,,https://www.youtube.com/watch?v=HUZOKvYcx_o,Good,FREEDOM LIKE RELIGION TO US,Lady_Funk,,,,,,,,
12,2016-12-23,R&B/Soul,Free,69,2016-12-24,Kanye West,Power,Classic/Regional,,https://www.youtube.com/watch?v=L53gjP-TtGE,Good,SCHOOL CLOSED PRISON OPEN,Lady_Funk,,,,,,,,
12,2016-12-23,R&B/Soul,Free,70,2016-12-24,Destiny's Child,Independent Woman,R&B/Soul,,https://www.youtube.com/watch?v=0lPQZni7I18,Good,I BOUGHT IT,Lady_Funk,,,,,,,,
12,2016-12-23,R&B/Soul,Free,71,2016-12-24,Aloe Blacc,The Man,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=HGy9i8vvCxk,Good,INDEPENDENT MAN,Lady_Funk,,,,,,,,
12,2016-12-23,R&B/Soul,Free,72,2016-12-24,Wu-Tang Clan,A Better Tomorrow,Classic/Regional,,https://www.youtube.com/watch?v=GhCNBsoLkjE,Good,STILL WORK LEFT,Lady_Funk,,,,,,,,
1,2016-12-25,Trance,REWINDING TRANCE,1,12/26/2016,Armin Van Buuren,In and Out of Love,Trance,,https://www.youtube.com/watch?v=TxvpctgU_s8,Good,YOUR EYES ARE HAUNTING ME,ItsameMario,,,,,,,,
1,2016-12-25,Trance,REWINDING TRANCE,2,12/26/2016,Gareth Emery,Concrete Angel,Trance,,https://www.youtube.com/watch?v=0dFz10R529g,Good,I JUST WANT TO STAY AROUND,ItsameMario,,,,,,,,
1,2016-12-25,Trance,REWINDING TRANCE,3,12/26/2016,Jam & Spoon,The Age of Love,Trance,House,https://www.youtube.com/watch?v=MT9pH9C7Oew,Good,"COME ON, DANCE WITH ME",ItsameMario,,,,,,,,
1,2016-12-25,Trance,REWINDING TRANCE,4,12/26/2016,Darude,Sandstorm,Trance,,https://www.youtube.com/watch?v=2HQaBWziYvY,Good,TECHNO ANTHEM,ItsameMario,,,,,,,,
1,2016-12-25,Trance,REWINDING TRANCE,5,12/27/2016,Daniel Avery,Drone Logic,Trance,House,https://www.youtube.com/watch?v=eS0CO-yPmO4,Good,ENDLESS REPITITION,ItsameMario,,,,,,,,
1,2016-12-25,Trance,REWINDING TRANCE,6,12/27/2016,Members of Mayday,Sonic Empire,Trance,,https://www.youtube.com/watch?v=IY5Ejus6kgc,Good,EMPIRE OF SOUND,ItsameMario,,,,,,,,
2,2016-12-26,Trance,LIGHT AND DARK,7,12/27/2016,Paul Van Dyk,Lights,Trance,,https://www.youtube.com/watch?v=DHQoaDS2jVk,Good,STOP FOR NOTHING,CentralPark,,,,,,,,
2,2016-12-26,Trance,LIGHT AND DARK,8,12/27/2016,Ellie Goulding,Lights,House,Synth Pop,https://www.youtube.com/watch?v=0NKUpo_xKyQ,Good,CALLING ME HOME,CentralPark,,,,,,,,
2,2016-12-26,Trance,LIGHT AND DARK,9,12/27/2016,Rez,Underworld,Trance,,https://www.youtube.com/watch?v=F6Y7lcvubhU,Good,JOURNEY INTO NIGHT,CentralPark,,,,,,,,
2,2016-12-26,Trance,LIGHT AND DARK,10,12/27/2016,Ferry Corsten,Live Forever,Trance,,https://www.youtube.com/watch?v=LjOMH4rrv-c,Good,LET THE LIGHT IN,CentralPark,,,,,,,,
2,2016-12-26,Trance,LIGHT AND DARK,11,12/25/2016,Jason Van Wyk,Someday,Trance,,https://www.youtube.com/watch?v=pnbdxSJVwuM,Good,DESERT MIRAGE,CentralPark,,,,,,,,
2,2016-12-26,Trance,LIGHT AND DARK,12,12/25/2016,Simon O'Shine,Ethereal Rhapsody,Trance,,https://www.youtube.com/watch?v=K0Im7oHuwFo,Good,HEALING TRANCE,CentralPark,,,,,,,,
3,2016-12-26,Trance,LOVE PARADE,13,12/27/2016,Infected Mushroom,Pink Nightmares,Trance,,https://www.youtube.com/watch?v=XRufAykZPnE,Good,READY FOR DARK,CoffeeNut,,,,,,,,
3,2016-12-26,Trance,LOVE PARADE,14,12/27/2016,Chemical Brothers,Swoon,Synth Pop,Trance,https://www.youtube.com/watch?v=REOd_hgjhic,Good,TECHNICOLOR SILHOUETTE,CoffeeNut,,,,,,,,
3,2016-12-26,Trance,LOVE PARADE,15,12/27/2016,Dr Motte and Westbam,Love Parade 2000,House,Trance,https://www.youtube.com/watch?v=fm32n6Jo8Lg,Good,HALLO BERLIN,CoffeeNut,,,,,,,,
3,2016-12-26,Trance,LOVE PARADE,16,12/27/2016,Moby,Raining Again,Trance,New Wave/Ethereal,https://www.youtube.com/watch?v=0JSVaSpD9xo,Good,2008 HIGHWAY TO LOVE,CoffeeNut,,,,,,,,
3,2016-12-26,Trance,LOVE PARADE,17,12/25/2016,Westbam,United States Of Love,House,Trance,https://www.youtube.com/watch?v=XTDu3NbTBjM,Good,"A NEW LOVE, UNITED",CoffeeNut,,,,,,,,
3,2016-12-26,Trance,LOVE PARADE,18,12/25/2016,Da Hool,Meet her at the Love Parade,Trance,,https://www.youtube.com/watch?v=HdUqYcXDn8w,Good,SIE IST DA,CoffeeNut,,,,,,,,Khong co 
4,2016-12-26,Trance,UPLIFTING TRANCE,19,12/27/2016,ATB,Could You Believe,Trance,House,https://www.youtube.com/watch?v=9rH1kT8EIOU,Good,PLAY THE CD,Shakira4Ever,,,,,,,,
4,2016-12-26,Trance,UPLIFTING TRANCE,20,12/27/2016,Dash Berlin,Waiting,Trance,,https://www.youtube.com/watch?v=MSgnf-tBN9s,Good,MUSIC AS DRUGS,Shakira4Ever,,,,,,,,
4,2016-12-26,Trance,UPLIFTING TRANCE,21,12/27/2016,4 Strings,Take Me Away,Trance,,https://www.youtube.com/watch?v=faHomJimjLc,Good,FOREVER YOU AND ME,Shakira4Ever,,,,,,,,Hem co
4,2016-12-26,Trance,UPLIFTING TRANCE,22,12/27/2016,Headstrong,Tears,Trance,,https://www.youtube.com/watch?v=-1I84cqRYLY,Good,TIME IN A TRANCE,Shakira4Ever,,,,,,,,
4,2016-12-26,Trance,UPLIFTING TRANCE,23,12/25/2016,Artic Moon,Adelaide,Trance,,https://www.youtube.com/watch?v=QnGBtbcQY90,Good,FUTURE SOUND,Shakira4Ever,,,,,,,,
4,2016-12-26,Trance,UPLIFTING TRANCE,24,12/25/2016,Ralph Barendse,Bullfrog,Trance,,https://www.youtube.com/watch?v=HMHZ-6Ov-50,Good,ENTER POSITIVITY,Shakira4Ever,,,,,,,,
5,2016-12-27,Trance,Dance Trance,25,12/25/2016,Tiesto & Mike Williams,I want you,Trance,House,https://www.youtube.com/watch?v=OkAPoah5MTI,Good,WAKING UP ALONE,DisneyPrincess,,,,,,,,
5,2016-12-27,Trance,Dance Trance,26,12/25/2016,deadmau5,The Veldt,Trance,House,https://www.youtube.com/watch?v=xvtNS6hbVy4,Good,HAPPY TECHNOLOGY,DisneyPrincess,,,,,,,,
5,2016-12-27,Trance,Dance Trance,27,12/25/2016,Leftfield feat. Africa Bambaata,Africa Shox,Trance,UK,https://www.youtube.com/watch?v=KvxbFWY2Hsc,Good,LET'S GET ELECTRIFIED,DisneyPrincess,,,,,,,,
5,2016-12-27,Trance,Dance Trance,28,12/25/2016,Skrillex,Summit,EDM,,https://www.youtube.com/watch?v=-e_3Cg9GZFU,Good,ALIVE AND YOUNG,DisneyPrincess,,,,,,,,
5,2016-12-27,Trance,Dance Trance,29,12/26/2016,Daniel Kandi,Just For You,Trance,,https://www.youtube.com/watch?v=27MyIBDrYtk,Good,FREEDOM OF MIND,DisneyPrincess,,,,,,,,
5,2016-12-27,Trance,Dance Trance,30,12/26/2016,Bryan Kearney,Wake Up Call,Trance,,https://www.youtube.com/watch?v=Bk3iMQBsomI,Good,ODE TO ANARCHY,DisneyPrincess,,,,,,,,
6,2016-12-27,Trance,Sinking Softly,31,12/25/2016,Above & Beyond,We're All We Need,Trance,,https://www.youtube.com/watch?v=phXRX1p8woY,Good,ESCAPE TO HAPPINESS,YoungAtHeart,,,,,,,,
6,2016-12-27,Trance,Sinking Softly,32,12/25/2016,John O'Callaghan,Find Yourself,Trance,,https://www.youtube.com/watch?v=t2lav8rqK4Y,Good,HERO OF THE MIND,YoungAtHeart,,,,,,,,
6,2016-12-27,Trance,Sinking Softly,33,12/25/2016,Tycho,Ascension,Trance,New Wave/Ethereal,https://www.youtube.com/watch?v=twZODj0yERs,Good,RED SHIFT SUN,YoungAtHeart,,,,,,,,
6,2016-12-27,Trance,Sinking Softly,34,12/25/2016,Paul Oakenfold,Ready Steady Go,Trance,,https://www.youtube.com/watch?v=MSv3Oez4O-4,Good,BEFORE THE ALIENS GET YOU,YoungAtHeart,,,,,,,,
6,2016-12-27,Trance,Sinking Softly,35,12/26/2016,Millionyoung,Cynthia,Trance,House,https://www.youtube.com/watch?v=TmwM16JphFg,Good,MULTI DREAM LOADING,YoungAtHeart,,,,,,,,
6,2016-12-27,Trance,Sinking Softly,36,12/26/2016,Telefon Tel Aviv,Sound In a Dark Room,Trance,Synth Pop,https://www.youtube.com/watch?v=vYnmP8HOZ00,Good,THE ORDER OF BROKEN GLASS,YoungAtHeart,,,,,,,,
7,2016-12-27,Trance,Constant Incline,37,12/25/2016,Aly & Fila,Perfect Love,Trance,,https://www.youtube.com/watch?v=fHJjLHiKuL4,Good,PERFECT FOR IBIZA,DisneyPrincess,,,,,,,,
7,2016-12-27,Trance,Constant Incline,38,12/25/2016,BASSHUNTER,Dota,Trance,,https://www.youtube.com/watch?v=12vh55_1ul8,Good,WHILE OUR OPPONENTS WERE SLEEPING,DisneyPrincess,,,,,,,,
7,2016-12-27,Trance,Constant Incline,39,12/25/2016,Zombie Nation,Kernkraft 400,Trance,House,https://www.youtube.com/watch?v=z5LW07FTJbI,Good,ALL COMPETITION,DisneyPrincess,,,,,,,,
7,2016-12-27,Trance,Constant Incline,40,12/25/2016,Andy Blueman,Sea Tides,Trance,,https://www.youtube.com/watch?v=o-T61s1_5RM,Good,SURFING SOUND WAVES,DisneyPrincess,,,,,,,,
7,2016-12-27,Trance,Constant Incline,41,12/26/2016,Aphex Twin,Window Licker,House,,https://www.youtube.com/watch?v=7MBaEEODzU0,Good,MARKET RESISTANCE,DisneyPrincess,,,,,,,,
7,2016-12-27,Trance,Constant Incline,42,12/26/2016,Matmos,Ultimate Care,Trance,,https://www.youtube.com/watch?v=jS1Ii77n8iA,Good,TURBULENT ASCENT,DisneyPrincess,,,,,,,,
8,2016-12-25,Synth Pop,A House of Witches,43,12/25/2016,Crystal Castles,Baptism,Trance,Dance Rock,https://www.youtube.com/watch?v=vStjmYxetY0,Good,HUMAN ELEMENT REMOVED,T.T.Timebomb,,,,,,,,
8,2016-12-25,Synth Pop,A House of Witches,44,12/25/2016,Purity Ring,Fineshrine,Synth Pop,Trap,https://www.youtube.com/watch?v=Xqw4wo8vdY8,Good,GET A LITTLE CLOSER,T.T.Timebomb,,,,,,,,
8,2016-12-25,Synth Pop,A House of Witches,45,12/26/2016,Clams Casnio,All I need,Synth Pop,New Wave/Ethereal,https://www.youtube.com/watch?v=C_QsPuKtI3M,Good,VISUAL HALUCINATIONS,T.T.Timebomb,,,,,,,,
8,2016-12-25,Synth Pop,A House of Witches,46,12/26/2016,CRIM3S,Stay Ugly,Synth Pop,Trance,https://www.youtube.com/watch?v=QMXw913-ZvE,Good,MADE FOR THE KILL,T.T.Timebomb,,,,,,,,
8,2016-12-25,Synth Pop,A House of Witches,47,12/27/2016,HOLY OTHER,Feel Something,New Wave/Ethereal,,https://www.youtube.com/watch?v=icncbS5dAHE,Good,WHEN NOTHING STIMULATES,T.T.Timebomb,,,,,,,,
8,2016-12-25,Synth Pop,A House of Witches,48,12/27/2016,Salem,Asia,New Wave/Ethereal,Trap,https://www.youtube.com/watch?v=27pRb5gtb6w,Good,FOUND MADNESS,T.T.Timebomb,,,,,,,,
9,2016-12-25,Trance,Balearic Mix,49,12/26/2016,Chicane,middledistancerunner,Trance,,https://www.youtube.com/watch?v=nSnIi9iUJeI,Good,ESCAPE MONOTONY,YoungAtHeart,,,,,,,,
9,2016-12-25,Trance,Balearic Mix,50,12/26/2016,James Zabiela,The Healing,House,Funk/Groove,https://www.youtube.com/watch?v=Ibnv-a5vJsA,Good,THE MODERN MUSICIAN,YoungAtHeart,,,,,,,,
9,2016-12-25,Trance,Balearic Mix,51,12/26/2016,Energy 52,Café Del Mar,Trance,Synth Pop,https://www.youtube.com/watch?v=rw_AXwdYzKg,Good,MUSICAL HYPNOSIS,YoungAtHeart,,,,,,,,
9,2016-12-25,Trance,Balearic Mix,52,12/26/2016,DJ Shah,Don't wake me up,Dance Pop,Trance,https://www.youtube.com/watch?v=DlYszkgGQdY,Good,EVEN DREAMS ARE REAL,YoungAtHeart,,,,,,,,
9,2016-12-25,Trance,Balearic Mix,53,12/27/2016,Solarstone,Seven Cities,Trance,,https://www.youtube.com/watch?v=m1j_aOZk-v4,Good,REMEMBERING THE FORGOTTEN,YoungAtHeart,,,,,,,,
9,2016-12-25,Trance,Balearic Mix,54,12/27/2016,Schiller,Ruhe,House,,https://www.youtube.com/watch?v=PsPunA3vAYE,Good,EINSAMKEIT NIGHT MEHR,YoungAtHeart,,,,,,,,
10,2016-12-25,New Wave/Ethereal,New Sound Assembly,55,12/27/2016,Toro Y Moi,Rose Quartz,House,Funk/Groove,https://www.youtube.com/watch?v=8ID1plssS4s,Good,PAINTED MUSIC,AdamPilkington,,,,,,,,
10,2016-12-25,New Wave/Ethereal,New Sound Assembly,56,12/27/2016,Animal Collective,My Girls,Synth Pop,New Wave/Ethereal,https://www.youtube.com/watch?v=zol2MJf6XNE,Good,MATER ORGANIZING,AdamPilkington,,,,,,,,
10,2016-12-25,New Wave/Ethereal,New Sound Assembly,57,12/27/2016,Panda Bear,Boys Latin,New Wave/Ethereal,,https://www.youtube.com/watch?v=prBaZzYmQrI,Good,NO PLACE IN THE ORDER,AdamPilkington,,,,,,,,
10,2016-12-25,New Wave/Ethereal,New Sound Assembly,58,12/27/2016,Washed Out,Amor Fati,Trance,New Wave/Ethereal,https://www.youtube.com/watch?v=7fYnfE5Cycg,Good,REOCCURING FOOTSTEPS,AdamPilkington,,,,,,,,
10,2016-12-25,New Wave/Ethereal,New Sound Assembly,59,12/26/2016,Memory Tapes,Yes I know,New Wave/Ethereal,,https://www.youtube.com/watch?v=XpOH2lWFEl8,Good,WHEN NOTHING TO TAKE AWAY,AdamPilkington,,,,,,,,
10,2016-12-25,New Wave/Ethereal,New Sound Assembly,60,12/26/2016,Neon Indian,Slumlord Rising,Funk/Groove,Synth Pop,https://www.youtube.com/watch?v=l0wPHAau1ts,Good,NO ONE THE WISER,AdamPilkington,,,,,,,,
11,2016-12-26,New Wave/Ethereal,Space and Calm,61,12/25/2016,Brian Eno,An Ending,New Wave/Ethereal,,https://www.youtube.com/watch?v=It4WxQ6dnn0,Good,LEAVING THE WORLD,WickedWitch,,,,,,,,
11,2016-12-26,New Wave/Ethereal,Space and Calm,62,12/25/2016,SOHN,Lessons,Synth Pop,New Wave/Ethereal,https://www.youtube.com/watch?v=e17iXDf0NGE,Good,MAKE THE IMPOSSIBLE HAPPEN,WickedWitch,,,,,,,,
11,2016-12-26,New Wave/Ethereal,Space and Calm,63,12/25/2016,Cliff Martinez,Is That What Everybody Wants?,New Wave/Ethereal,,https://www.youtube.com/watch?v=Jintml12qaY,Good,PERSONALITY OF A SUN,WickedWitch,,,,,,,,
11,2016-12-26,New Wave/Ethereal,Space and Calm,64,12/25/2016,Hans Zimmer,Interstellar Main Theme,New Wave/Ethereal,,https://www.youtube.com/watch?v=UDVtMYqUAyw,Good,HAUNTED BY MYSTERY,WickedWitch,,,,,,,,
11,2016-12-26,New Wave/Ethereal,Space and Calm,65,12/27/2016,Daft Punk,Solar Sailer,New Wave/Ethereal,,https://www.youtube.com/watch?v=yRvVyMuWbpM,Good,INFINITE PROPULSION,WickedWitch,,,,,,,,
11,2016-12-26,New Wave/Ethereal,Space and Calm,66,12/27/2016,Harry Gregson Williams,Making Water,New Wave/Ethereal,,https://www.youtube.com/watch?v=ZTXCu3kIu88,Good,TO DO WHAT HAS NOT BEEN DONE,WickedWitch,,,,,,,,
12,2016-12-27,New Wave/Ethereal,Hard to Remember,67,12/26/2016,Emancipator,Minor Cause,Trance,Funk/Groove,https://www.youtube.com/watch?v=fULXi348-jI,Good,NATURE'S SAKE,WickedWitch,,,,,,,,
12,2016-12-27,New Wave/Ethereal,Hard to Remember,68,12/26/2016,Jon Hopkins,Open Eye Signal,Trance,,https://www.youtube.com/watch?v=Q04ILDXe3QE,Good,ONLY FORWARD,WickedWitch,,,,,,,,
12,2016-12-27,New Wave/Ethereal,Hard to Remember,69,12/26/2016,The Album Leaf,Always for You,New Wave/Ethereal,Dance Rock,https://www.youtube.com/watch?v=1jYr2fDgn64,Good,BEFORE THE OCEAN,WickedWitch,,,,,,,,
12,2016-12-27,New Wave/Ethereal,Hard to Remember,70,12/26/2016,Bonobo,Kerala,Reggae Fusion,UK,https://www.youtube.com/watch?v=S0Q4gqBUs7c,Good,REGRET ON REPLAY,WickedWitch,,,,,,,,
12,2016-12-27,New Wave/Ethereal,Hard to Remember,71,12/25/2016,Boards of Canada,Everything You Do is a Balloon,New Wave/Ethereal,,https://www.youtube.com/watch?v=dQEmaj9C6ko,Good,IGNORE THE WARNINGS,WickedWitch,,,,,,,,
12,2016-12-27,New Wave/Ethereal,Hard to Remember,72,12/25/2016,Ulrich Schnauss,Goodbye,New Wave/Ethereal,,https://www.youtube.com/watch?v=yLNM-rJi1mM,Good,IT ALL GOES BY SO QUICKLY,WickedWitch,,,,,,,,
1,2016-12-28,Metal,Neu Deutsche Härte,1,12/29/2016,Rammstein,Ich Will,Metal,Dance Rock,https://www.youtube.com/watch?v=EOnSh3QlpbQ,Good,BEAUTIFUL DAY TO ROB A BANK,BikerChick,,,,,,,,
1,2016-12-28,Metal,Neu Deutsche Härte,2,12/29/2016,MEGAHERZ,Fur Immer,Metal,Dance Rock,https://www.youtube.com/watch?v=NRbD3ggyc7U,Good,WE THOUGHT IT WOULD BE FOREVER,BikerChick,,,,,,,,
1,2016-12-28,Metal,Neu Deutsche Härte,3,12/29/2016,Oomph!,Augen Auf,Metal,Dance Rock,https://www.youtube.com/watch?v=fuLPJg2gwjQ,Good,I SMELL YOUR FEAR,BikerChick,,,,,,,,
1,2016-12-28,Metal,Neu Deutsche Härte,4,12/29/2016,Eisbrecher,Verruckt,Metal,Dance Rock,https://www.youtube.com/watch?v=yjO1bMHbDpY,Good,YOU SAID I WAS DIFFERENT,BikerChick,,,,,,,,
1,2016-12-28,Metal,Neu Deutsche Härte,5,12/30/2016,Terminal Choice,Keine Macht,Metal,Dance Rock,https://www.youtube.com/watch?v=XyZH7Wv1cmA,Good,LEATHER AND CHAINS,BikerChick,,,,,,,,Khong co
1,2016-12-28,Metal,Neu Deutsche Härte,6,12/30/2016,Unheilig,Geboren um zu leben,Metal,Dance Rock,https://www.youtube.com/watch?v=1YOovPkiMrk,Good,THE WOLRD IS FOR LIVING,BikerChick,,,,,,,,
2,2016-12-28,Metal,Dark Politics,7,12/29/2016,Linkin Park,Burn It Down,Metal,EDM,https://www.youtube.com/watch?v=dxytyRy-O1k,Good,THE CYCLE REPEATED,PolkaJim,,,,,,,,Khong co
2,2016-12-28,Metal,Dark Politics,8,12/29/2016,Disturbed,The Sound of Silence,Metal,,https://www.youtube.com/watch?v=u9Dg-g7t2l4,Good,HELLO DARKNESS MY OLD FRIEND,PolkaJim,,,,,,,,
2,2016-12-28,Metal,Dark Politics,9,12/29/2016,Rage Against The Machine,Sleep Now in the Fire,Metal,Funk/Groove,https://www.youtube.com/watch?v=w211KOQ5BMI,Good,THE WORLD IS MY EXPENSE,PolkaJim,,,,,,,,
2,2016-12-28,Metal,Dark Politics,10,12/29/2016,System Of A Down,Chop Suey,Metal,,https://www.youtube.com/watch?v=CSvFpBOe8eY,Good,YOU WANTED TO,PolkaJim,,,,,,,,
2,2016-12-28,Metal,Dark Politics,11,12/30/2016,Prophets of Rage,Prophets of Rage,Metal,,https://www.youtube.com/watch?v=n29LR6UCjVw,Good,STAGE AND RAGE,PolkaJim,,,,,,,,
2,2016-12-28,Metal,Dark Politics,12,12/30/2016,Black Sabbath,War Pigs,Metal,,https://www.youtube.com/watch?v=LQUXuQ6Zd9w,Good,JUST LIKE WITCHES,PolkaJim,,,,,,,,
3,2016-12-28,Alt/Indie,Dark Sex,13,12/29/2016,Marlyn Manson,Deep Six,Metal,Dance Rock,https://www.youtube.com/watch?v=w5LZ8YErl2M,Good,LOVE IS EVIL,Snickolas,,,,,,,,
3,2016-12-28,Alt/Indie,Dark Sex,14,12/29/2016,Defttones,Sextape,Alt/Indie,New Wave/Ethereal,https://www.youtube.com/watch?v=f0pdwd0miqs,Good,HOURS OF PLEASURE,Snickolas,,,,,,,,
3,2016-12-28,Alt/Indie,Dark Sex,15,12/29/2016,New Found Glory,Vicious Love,Punk Rock,,https://www.youtube.com/watch?v=TTRC7W0yeNQ,Good,OUT OF TOUCH,Snickolas,,,,,,,,
3,2016-12-28,Alt/Indie,Dark Sex,16,12/29/2016,Staind,It's Been Awhile,Classic/Hard Rock,,https://www.youtube.com/watch?v=araU0fZj6oQ,Good,IT DISAPPEARS WHEN I'M WITH YOU,Snickolas,,,,,,,,
3,2016-12-28,Alt/Indie,Dark Sex,17,12/30/2016,Glassjaw,Cosmopolitan Blood Loss,Punk Rock,,https://www.youtube.com/watch?v=eghgAnlhPGw,Good,ONE WAY TO END A VIDEO,Snickolas,,,,,,,,
3,2016-12-28,Alt/Indie,Dark Sex,18,12/30/2016,Nine Inch Nails,Closer,Dance Rock,,https://www.youtube.com/watch?v=PTFwQP86BRs,Good,HELP ME GET AWAY FROM MYSELF,Snickolas,,,,,,,,
4,2016-12-29,Metal,Before The Devil…,19,12/30/2016,Korn,Rotting in Vain,Metal,,https://www.youtube.com/watch?v=nq9j1qkj2Vc,Good,CAN'T GET PAST ANOTHER DAY,GarageDweller,,,,,,,,
4,2016-12-29,Metal,Before The Devil…,20,12/30/2016,Slipknot,The Devil In I,Metal,,https://www.youtube.com/watch?v=XEEasR7hVhA,Good,WE'RE FRIENDS,GarageDweller,,,,,,,,
4,2016-12-29,Metal,Before The Devil…,21,12/30/2016,Anthrax,The Devil You Know,Metal,,https://www.youtube.com/watch?v=N8FxwSGNBZA,Good,BETTER THAN THE ONE YOU DON'T,GarageDweller,,,,,,,,
4,2016-12-29,Metal,Before The Devil…,22,12/30/2016,Mudvayne,Dig,Metal,,https://www.youtube.com/watch?v=YIqbdnaPcT8,Good,NOT SUBTLE,GarageDweller,,,,,,,,
4,2016-12-29,Metal,Before The Devil…,23,12/28/2016,Tristiana,Year of the Rat,Metal,,https://www.youtube.com/watch?v=-S_QhVHGKZQ,Good,FOR YOUR PROTECTION,GarageDweller,,,,,,,,
4,2016-12-29,Metal,Before The Devil…,24,12/28/2016,Theater of Tragedy,Sirens,Metal,,https://www.youtube.com/watch?v=pGZBc2sRqKY,Good,HOW I WISH FOR THEE AGAIN,GarageDweller,,,,,,,,
5,2016-12-28,Classic/Hard Rock,Hardened Heart,25,12/29/2016,Soundgarden,Been Away Too Long,Classic/Hard Rock,,https://www.youtube.com/watch?v=NeBjhpw_Ee0,Good,WALK A MILLION MILES AND GO NOWHERE,Gshepard86,,,,,,,,
5,2016-12-28,Classic/Hard Rock,Hardened Heart,26,12/29/2016,Alice In Chains,Stone,Classic/Hard Rock,,https://www.youtube.com/watch?v=9KmYFY5oOvM,Good,I KNOW YOU THINK I'M WRONG,Gshepard86,,,,,,,,
5,2016-12-28,Classic/Hard Rock,Hardened Heart,27,12/29/2016,HIM,Wings of A Butterfly,Classic/Hard Rock,,https://www.youtube.com/watch?v=aUUSz54G6jc,Good,FOR YOUR SOUL,Gshepard86,,,,,,,,
5,2016-12-28,Classic/Hard Rock,Hardened Heart,28,12/29/2016,Evanescence,Bring Me To Life,Metal,,https://www.youtube.com/watch?v=3YxaaGgTQYM,Good,CAN'T WAKE UP,Gshepard86,,,,,,,,
5,2016-12-28,Classic/Hard Rock,Hardened Heart,29,12/30/2016,Iron Maiden,The Trooper,Metal,,https://www.youtube.com/watch?v=X4bgXH3sJ2Q,Good,WE RIDE TOGETHER,Gshepard86,,,,,,,,
5,2016-12-28,Classic/Hard Rock,Hardened Heart,30,12/30/2016,Orange Goblin,Red Tide Rising,Metal,,https://www.youtube.com/watch?v=kHxiouKy8Ho,Good,CHAOS IS COMING,Gshepard86,,,,,,,,
