No.,Date,Sub Genre,CollectionName,No.,SongDate,Artist Name,Song Name,Sub Genre 1,Sub Genre 2,YouTube URL,Memo,Tagline,Bot Name,,,,,,,,
12,2016-12-09,Latin Dance,Sex and Music,71,2016/12/08,Don Miguelo,Pa Que Me Dan De Eso,Latin Dance,,https://www.youtube.com/watch?v=KgWWfOupBKo,,WHAT CAN I GET OUT OF IT,letsgodancing,http://is1.mzstatic.com/image/thumb/Music62/v4/06/22/cc/0622ccdc-efb0-4185-62a1-e87e46ef1904/source/400x400bb.jpg,,,,,,,
12,2016-12-09,Latin Dance,Sex and Music,72,2016/12/08,Ñengo Flow,47,Latin Dance,,https://www.youtube.com/watch?v=7E8HKJmIEcA,,THE RIGHT NUMBER,letsgodancing,http://is1.mzstatic.com/image/thumb/Music19/v4/ea/36/2d/ea362d43-bdac-6ee1-7eb8-740dda8cb4bd/source/400x400bb.jpg,,,,,,,
13,2016-12-10,Latin Dance,Vibrate,73,2016/12/08,Atomic Otro Way,Te De Campana,Latin Dance,,https://www.youtube.com/watch?v=MM9pvHYmJ2U,,YOU BELL,LA-Vixen,http://is5.mzstatic.com/image/thumb/Music49/v4/19/8c/0f/198c0f84-8eda-c8ac-f31a-ecdb87361dac/source/400x400bb.jpg,,,,,,,
13,2016-12-10,Latin Dance,Vibrate,74,2016/12/09,El Alfa,Como Yo Me Muevo,Latin Dance,,https://www.youtube.com/watch?v=ECeUYcvi-eE,,AS I MOVE,LA-Vixen,http://is3.mzstatic.com/image/thumb/Music4/v4/33/bb/3b/33bb3bb7-1fca-4c85-74d1-57d23822bc9e/source/400x400bb.jpg,,,,,,,
13,2016-12-10,Latin Dance,Vibrate,75,2016/12/10,Papi Jordan ,Tu No Baila Dembow,Latin Dance,,https://www.youtube.com/watch?v=v01uVy7J6G0,,YOU DO NOT DANCE DEMBOW,LA-Vixen,http://is3.mzstatic.com/image/thumb/Music20/v4/80/d9/94/80d994a2-c65d-9b88-c644-a073168341c4/source/400x400bb.jpg,,,,,,,
13,2016-12-10,Latin Dance,Vibrate,76,2016/12/11,Anuel,Ayer,Latin Dance,,https://www.youtube.com/watch?v=AnKdQ5p5Ks8,,YESTERDAY,LA-Vixen,http://is1.mzstatic.com/image/thumb/Music49/v4/44/f8/33/44f833c2-9826-73cb-3405-125169de8018/source/400x400bb.jpg,,,,,,,
13,2016-12-10,Latin Dance,Vibrate,77,2016/12/11,"Tito ""El Bambino""",Ay Mami,Latin Dance,,https://www.youtube.com/watch?v=HXnRUwNGYNs,,LIFESTYLES OF THE RICH AND POWERFUL,LA-Vixen,http://is5.mzstatic.com/image/thumb/Music71/v4/0d/74/5e/0d745e9b-7906-f296-4747-e120cd33ca1c/source/400x400bb.jpg,,,,,,,
13,2016-12-10,Latin Dance,Vibrate,78,2016/12/11,Miky Woodz,Tarde o Temprano,Latin Dance,,https://www.youtube.com/watch?v=yP6B7IxP-KY,,SOONER OR LATER,LA-Vixen,http://is4.mzstatic.com/image/thumb/Music71/v4/c7/c5/bc/c7c5bcfe-108b-a35d-4c31-d57f8e162151/source/400x400bb.jpg,,,,,,,
14,2016-12-10,Latin Pop/Rock,Latino Overdrive,79,2016/12/08,León Larregui,Brillas,Latin Pop/Rock,,https://www.youtube.com/watch?v=Mcj75l2gJcY,,SHINES,winelover,http://is1.mzstatic.com/image/thumb/Music6/v4/cb/5b/44/cb5b44d9-f457-7dfc-46d2-4a04f08a09ca/source/400x400bb.jpg,,,,,,,
14,2016-12-10,Latin Pop/Rock,Latino Overdrive,80,2016/12/09,Caifanes,Viento,Latin Pop/Rock,,https://www.youtube.com/watch?v=QUH_Sr_aFy4,,WIND,winelover,http://is1.mzstatic.com/image/thumb/Music/v4/a7/ec/a7/a7eca7de-b673-7f4e-92d3-d69045e8c015/source/400x400bb.jpg,,,,,,,
14,2016-12-10,Latin Pop/Rock,Latino Overdrive,81,2016/12/10,DLD,Mi Vida,Latin Pop/Rock,,https://www.youtube.com/watch?v=dapgfO59ar8,,MY LIFE,winelover,http://is5.mzstatic.com/image/thumb/Music4/v4/f5/24/34/f524348a-f3bc-cb63-71ee-accdb6d52e5d/source/400x400bb.jpg,,,,,,,
14,2016-12-10,Latin Pop/Rock,Latino Overdrive,82,2016/12/11,Juanes,A Dios Le Pido,Latin Pop/Rock,,https://www.youtube.com/watch?v=kMIaYXxLnUA,,I PRAY TO GOD,winelover,http://is4.mzstatic.com/image/thumb/Music/v4/d5/32/66/d532662a-418f-8d6f-1dba-77b6372855e5/source/400x400bb.jpg,,,,,,,
14,2016-12-10,Latin Pop/Rock,Latino Overdrive,83,2016/12/11,Division Minuscula,Las Luces de Esta Ciudad,Latin Pop/Rock,,https://www.youtube.com/watch?v=cB-XjS7e5wc,,THE LIGHTS OF THIS CITY,winelover,not_found,,,,,,,
14,2016-12-10,Latin Pop/Rock,Latino Overdrive,84,2016/12/11,JARABE DE PALO,EL LADO OSCURO,Latin Pop/Rock,,https://www.youtube.com/watch?v=jW89DwNY3Os,,THE DARK SIDE,winelover,http://is3.mzstatic.com/image/thumb/Music/v4/00/27/e6/0027e65c-bd93-3a68-6aaa-2708d098aeee/source/400x400bb.jpg,,,,,,,
15,2016-12-11,Latin Pop/Rock,Latin Indie,85,2016/12/08,Jesse & Joy,Corre,Latin Pop/Rock,,https://www.youtube.com/watch?v=P2hM9CLAMu4,,KEEP RUNNING,lotsoflove,http://is1.mzstatic.com/image/thumb/Music/v4/28/49/00/28490027-b4d0-b27e-9fe9-fc4563f3dff4/source/400x400bb.jpg,,,,,,,
15,2016-12-11,Latin Pop/Rock,Latin Indie,86,2016/12/09,Comisario Pantera,Amiga,Latin Pop/Rock,,https://www.youtube.com/watch?v=LCcM_DtDH4I,,GIRLFRIEND,lotsoflove,http://is1.mzstatic.com/image/thumb/Music1/v4/ac/d0/f4/acd0f46d-8718-d478-2d44-17a6d03aaa62/source/400x400bb.jpg,,,,,,,
15,2016-12-11,Latin Pop/Rock,Latin Indie,87,2016/12/09,Little Jesus,La Magia,Latin Pop/Rock,,https://www.youtube.com/watch?v=6Gfdm2E1XZY,,THE MAGIC,lotsoflove,http://is3.mzstatic.com/image/thumb/Music30/v4/25/e7/6f/25e76f8e-a048-cb2e-0ed1-bb9a80672b64/source/400x400bb.jpg,,,,,,,
15,2016-12-11,Latin Pop/Rock,Latin Indie,88,2016/12/11,Panda, Romance en Re Sostenido,Latin Pop/Rock,,https://www.youtube.com/watch?v=fGaTJszWCMc,,SUSTAINING ROMANCE,lotsoflove,not_found,,,,,,,
15,2016-12-11,Latin Pop/Rock,Latin Indie,89,2016/12/10,Autobus,Asteroide,Latin Pop/Rock,,https://www.youtube.com/watch?v=oQQkn1BpOtg,,METEORIC SOUND,lotsoflove,http://is2.mzstatic.com/image/thumb/Music4/v4/50/bf/31/50bf31fe-a9a4-6a8e-2eab-8183aa7a0419/source/400x400bb.jpg,,,,,,,
15,2016-12-11,Latin Pop/Rock,Latin Indie,90,2016/12/10,WILLBERT ALVAREZ,TE BUSQUE,Latin Pop/Rock,,https://www.youtube.com/watch?v=w6sw7y59cLA,,I LOOKED FOR YOU,lotsoflove,http://is3.mzstatic.com/image/thumb/Music5/v4/75/f4/cc/75f4cce6-54c9-82bc-fd48-a4f85aba198e/source/400x400bb.jpg,,,,,,,
16,2016-12-10,Latin Dance,Big Bold Latino,91,2016/12/08,Thalía,Desde Esa Noche,Latin Pop/Rock,,https://www.youtube.com/watch?v=6C_s56iscpQ,,FROM THAT NIGHT,LA-Vixen,http://is2.mzstatic.com/image/thumb/Music49/v4/bd/78/f6/bd78f684-f444-529a-23fe-59cf305e2a17/source/400x400bb.jpg,,,,,,,
16,2016-12-10,Latin Dance,Big Bold Latino,92,2016/12/09,Wisin,Poder,Latin Dance,,https://www.youtube.com/watch?v=30ywGlJqPoM,,POWER,LA-Vixen,http://is3.mzstatic.com/image/thumb/Music1/v4/82/9a/99/829a991d-b729-2bde-7a3b-46ed1b7b3611/source/400x400bb.jpg,,,,,,,
16,2016-12-10,Latin Dance,Big Bold Latino,93,2016/12/10,Karol G,Hello,Latin Dance,,https://www.youtube.com/watch?v=stRg7XmWWV4,,HAD TO SAY HI,LA-Vixen,http://is2.mzstatic.com/image/thumb/Music71/v4/95/56/56/9556562b-554a-30ed-ee67-96d73a95cf97/source/400x400bb.jpg,,,,,,,
16,2016-12-10,Latin Dance,Big Bold Latino,94,2016/12/11,Rvssian,Privado,Latin Pop/Rock,,https://www.youtube.com/watch?v=PazAofvr30A,,IT'S PRIVATE,LA-Vixen,http://is4.mzstatic.com/image/thumb/Music71/v4/2e/ce/53/2ece5333-0de7-0733-adf4-6ed6e881424f/source/400x400bb.jpg,,,,,,,
16,2016-12-10,Latin Dance,Big Bold Latino,95,2016/12/11,Jacob Forever,Suéltame la Mía,Latin Dance,,https://www.youtube.com/watch?v=xngJyfcqGDI,,LET GO OF MINE,LA-Vixen,http://is3.mzstatic.com/image/thumb/Music71/v4/5e/74/f4/5e74f46c-c941-212c-9cf3-47504ea1d228/source/400x400bb.jpg,,,,,,,
16,2016-12-10,Latin Dance,Big Bold Latino,96,2016/12/11,Pitbull ,Hotel Room Service,Latin Dance,,https://www.youtube.com/watch?v=2up_Eq6r6Ko,,WHO ORDERED ROOM SERVICE,LA-Vixen,http://is1.mzstatic.com/image/thumb/Music/v4/d3/5f/ef/d35fefcb-86d3-4e08-d162-7fca9b65801d/source/400x400bb.jpg,,,,,,,
17,2016-12-11,Latin Dance,Reggaeton that Pops,97,2016/12/08,Daddy Yankee,Limbo,Latin Dance,,https://www.youtube.com/watch?v=6BTjG-dhf5s,,FIND BALANCE IN YOUR LIFE,CruzControl,http://is5.mzstatic.com/image/thumb/Music4/v4/01/58/c1/0158c1a1-de11-b847-857e-765b97d190b9/source/400x400bb.jpg,,,,,,,
17,2016-12-11,Latin Dance,Reggaeton that Pops,98,2016/12/09,Farruko,Obsesionado,Latin Dance,,https://www.youtube.com/watch?v=lkN51aqPOzU,,OBSESSED,CruzControl,http://is3.mzstatic.com/image/thumb/Music19/v4/3a/e1/00/3ae100af-a938-e99f-9b00-65d61a8ae0b1/source/400x400bb.jpg,,,,,,,
17,2016-12-11,Latin Dance,Reggaeton that Pops,99,2016/12/10,Enrique Iglesias, Finally Found You,Latin Dance,,https://www.youtube.com/watch?v=f_EiqPp-vBM,,IT TOOK SO LONG,CruzControl,http://is1.mzstatic.com/image/thumb/Music/v4/24/f1/39/24f139c4-7a9c-0c09-941c-7ff561b09bb9/source/400x400bb.jpg,,,,,,,
17,2016-12-11,Latin Dance,Reggaeton that Pops,100,2016/12/11,CNCO,Tan Fácil,Latin Dance,,https://www.youtube.com/watch?v=dswcPD0XwTc,,SO EASY,CruzControl,http://is3.mzstatic.com/image/thumb/Music60/v4/ce/08/d0/ce08d0e7-2d66-7415-e8ff-96824cc09634/source/400x400bb.jpg,,,,,,,
17,2016-12-11,Latin Dance,Reggaeton that Pops,101,2016/12/10,Claudia Leitte,Corazon,Latin Dance,,https://www.youtube.com/watch?v=WrEXq2R6ZZQ,,ABOUT THE HEART,CruzControl,http://is5.mzstatic.com/image/thumb/Music7/v4/e8/d0/45/e8d0458b-4948-7d4e-d6d0-93945b9b58aa/source/400x400bb.jpg,,,,,,,
17,2016-12-11,Latin Dance,Reggaeton that Pops,102,2016/12/10,Zion y Lennox,Ganas de Ti ,Latin Dance,,https://www.youtube.com/watch?v=Dtkp9XAy1jc,,YOU WIN,CruzControl,http://is3.mzstatic.com/image/thumb/Music6/v4/1e/92/60/1e9260c7-ad28-dc61-efa7-af0bc05e772b/source/400x400bb.jpg,,,,,,,5.02147E+14
18,2016-12-11,Latin Dance,Club Latino,103,2016/12/08,Plan B,Candy,Latin Dance,,https://www.youtube.com/watch?v=9FWgcBfs5A0,,WEIRD AND TASTY,JoaoJoao,http://is3.mzstatic.com/image/thumb/Music4/v4/db/d7/bc/dbd7bc29-a45a-aec3-0a75-8ae7c0ab1fb2/source/400x400bb.jpg,,,,,,,
18,2016-12-11,Latin Dance,Club Latino,104,2016/12/09,Arcangel,50 Sombras de Austin,Latin Dance,,https://www.youtube.com/watch?v=jEV1ejV0iaI,,50 SHADOWS OF AUSTIN,JoaoJoao,http://is5.mzstatic.com/image/thumb/Music19/v4/34/34/53/34345303-51f9-7051-2848-27b9f977749e/source/400x400bb.jpg,,,,,,,
18,2016-12-11,Latin Dance,Club Latino,105,2016/12/10,Maximus Wel,La Nueva,Latin Dance,,https://www.youtube.com/watch?v=kQa4ICOXcnk,,THE NEW ONE,JoaoJoao,http://is5.mzstatic.com/image/thumb/Music7/v4/16/c0/5e/16c05e52-e32b-7f16-6b01-1264b15266fd/source/400x400bb.jpg,,,,,,,
18,2016-12-11,Latin Dance,Club Latino,106,2016/12/11,Almighty,Por Si Roncan,Latin Dance,,https://www.youtube.com/watch?v=9BgbQCo1ecI,,THA LORD ALMIGHTY,JoaoJoao,not_found,,,,,,,
18,2016-12-11,Latin Dance,Club Latino,107,2016/12/10,Juno The Hitmaker,Pa' La Disco,Latin Dance,,https://www.youtube.com/watch?v=3P3dC-jKY-c,,FOR THE DISCO,JoaoJoao,http://is5.mzstatic.com/image/thumb/Music69/v4/c1/f7/f1/c1f7f17f-589b-f1e5-5034-ccaeae9d1523/source/400x400bb.jpg,,,,,,,
18,2016-12-11,Latin Dance,Club Latino,108,2016/12/10,Yomo,Prayer,Latin Dance,,https://www.youtube.com/watch?v=PFFhioVHCq8,,DEEP TRAP REGGAETON,JoaoJoao,http://is5.mzstatic.com/image/thumb/Music71/v4/db/f2/d0/dbf2d0db-30b8-1d7b-5d83-0a6e35c85eb8/source/400x400bb.jpg,,,,,,,
19,2016-12-09,Traditional Country,Haunting Beat,1,2016/12/08,Carrie Underwood ,Two Black Cadillacs,Country Pop,,https://www.youtube.com/watch?v=oVEBZLrjpw4,,DIABOLICAL,Alejandro,http://is5.mzstatic.com/image/thumb/Music/v4/a5/27/4f/a5274ffe-e155-08da-a5bd-9ce63738c857/source/400x400bb.jpg,,,,,,,
19,2016-12-09,Traditional Country,Haunting Beat,2,2016/12/09,Billy Currington,Walk A Little Straighter,Traditional Country,,https://www.youtube.com/watch?v=U1no7Or9BeI,,CAN'T PICK YOUR FATHER,Alejandro,http://is5.mzstatic.com/image/thumb/Music/v4/f7/9a/f6/f79af659-11ab-6b46-d8be-da38bb966321/source/400x400bb.jpg,,,,,,,
19,2016-12-09,Traditional Country,Haunting Beat,3,2016/12/10,Randy Travis,I Told You So,Traditional Country,,https://www.youtube.com/watch?v=Pg3iA1zzeE8,,HATE TO ADMIT IT,Alejandro,http://is5.mzstatic.com/image/thumb/Music/v4/2c/cc/eb/2ccceb32-86c6-1736-139c-bc23e3344cda/source/400x400bb.jpg,,,,,,,
19,2016-12-09,Traditional Country,Haunting Beat,4,2016/12/11,Deana Carter,Strawberry Wine,Traditional Country,,https://www.youtube.com/watch?v=Up06CryWQpE,,TASTE OF MEMORY,Alejandro,http://is3.mzstatic.com/image/thumb/Music6/v4/4b/10/dd/4b10dd81-98b1-5c8a-affa-d6cea2aeada1/source/400x400bb.jpg,,,,,,,
19,2016-12-09,Traditional Country,Haunting Beat,5,2016/12/08,Tracy Byrd,The Keeper Of The Stars,Traditional Country,,https://www.youtube.com/watch?v=Wngb5Mq1SQY,,ALL YOU'LL EVER NEED,Alejandro,http://is1.mzstatic.com/image/thumb/Music/v4/cf/c7/14/cfc714c9-d7b3-1fc1-0892-7fa3147986dc/source/400x400bb.jpg,,,,,,,
19,2016-12-09,Traditional Country,Haunting Beat,6,2016/12/08,Brad Paisley,He Didn't Have To Be,Traditional Country,,https://www.youtube.com/watch?v=BjO1F6oCab8,,DON'T REPEAT THE PAST,Alejandro,http://is3.mzstatic.com/image/thumb/Music/v4/c9/77/48/c9774838-fbcd-e1db-3e09-a53a0dbff7ad/source/400x400bb.jpg,,,,,,,
20,2016-12-08,Country Rock,Girls By the Delta,7,2016/12/08,Kelsea Ballerini,Peter Pan,Country Pop,,https://www.youtube.com/watch?v=JmU0b8bxlG8,,YOU'RE NEVER GONNA GROW UP,PicketFence,http://is1.mzstatic.com/image/thumb/Music5/v4/e3/81/0e/e3810e40-172a-bc49-8a99-8d4d3716e81b/source/400x400bb.jpg,,,,,,,
20,2016-12-08,Country Rock,Girls By the Delta,8,2016/12/09,Shania Twain,Any Man Of Mine,Country Pop,,https://www.youtube.com/watch?v=8N2k-gv6xNE,,ANY MAN WOULD STAY,PicketFence,http://is3.mzstatic.com/image/thumb/Music62/v4/7d/a5/b5/7da5b559-b3c8-d3dc-d217-c3a0455e495f/source/400x400bb.jpg,,,,,,,
20,2016-12-08,Country Rock,Girls By the Delta,9,2016/12/10,The Band Perry,Live Forever,Country Rock,,https://www.youtube.com/watch?v=0-yBejAuns4,,LIVE ON AND ON,PicketFence,http://is3.mzstatic.com/image/thumb/Music49/v4/16/33/9b/16339bc4-9a3b-68fd-6705-3c94dc0af018/source/400x400bb.jpg,,,,,,,
20,2016-12-08,Country Rock,Girls By the Delta,10,2016/12/11,Gretchen Wilson,Redneck Woman,Country Rock,,https://www.youtube.com/watch?v=82dDnv9zeLs,,DOWN IN THE MUD,PicketFence,http://is4.mzstatic.com/image/thumb/Music/v4/74/30/95/74309541-e23e-1413-3d38-5391964e73c4/source/400x400bb.jpg,,,,,,,
20,2016-12-08,Country Rock,Girls By the Delta,11,2016/12/09,Concrete Blonde,Joey,Pop/Soft Rock,,https://www.youtube.com/watch?v=OdpTcvSn8HQ,,IF YOU'RE HURTIN SO AM I,PicketFence,http://is5.mzstatic.com/image/thumb/Music6/v4/f2/71/d5/f271d558-c097-00f4-9d71-f99e442f9130/source/400x400bb.jpg,,,,,,,
20,2016-12-08,Country Rock,Girls By the Delta,12,2016/12/09,Pistol Annies,Hell On Heels,Country Rock,,https://www.youtube.com/watch?v=fOKtbJfNLFk,,SAY WHAT YOU WILL,PicketFence,http://is1.mzstatic.com/image/thumb/Music/v4/6f/b9/35/6fb935b8-c3f1-4e6a-e0e6-d4ac0092bdf6/source/400x400bb.jpg,,,,,,,
21,2016-12-09,Traditional Country,Blue Girls,13,2016/12/08,RaeLynn,For a Boy,Country Pop,,https://www.youtube.com/watch?v=T551UQYQU2g,,ANYTHING FOR HIM,WalkingJoe,http://is4.mzstatic.com/image/thumb/Music5/v4/41/67/ff/4167ff46-0a6e-5351-e970-16979009d8c1/source/400x400bb.jpg,,,,,,,
21,2016-12-09,Traditional Country,Blue Girls,14,2016/12/09,LeAnn Rimes,Blue,Blues,Folk,https://www.youtube.com/watch?v=plxpY8KLA-Y,,YODDLE ON,WalkingJoe,http://is1.mzstatic.com/image/thumb/Music/v4/f1/7a/ee/f17aeee3-ec66-a7dc-b63f-909210fe8f98/source/400x400bb.jpg,,,,,,,
21,2016-12-09,Traditional Country,Blue Girls,15,2016/12/10,K.D. Lang,Constant Craving,Blues,Country Rock,https://www.youtube.com/watch?v=oXqPjx94YMg,,ONE OF THE MOST HAUNTING SONGS,WalkingJoe,http://is2.mzstatic.com/image/thumb/Music/v4/d1/4e/94/d14e9490-35ce-a0c5-bbf4-3586cbebfe24/source/400x400bb.jpg,,,,,,,
21,2016-12-09,Traditional Country,Blue Girls,16,2016/12/11,Paula Cole,Where have all the cowboys gone,Country Rock,Blues,https://www.youtube.com/watch?v=EPegaBQyemo,,WHERE IS MY PRAIRIE SONG,WalkingJoe,http://is5.mzstatic.com/image/thumb/Music/v4/f3/36/44/f3364435-62b7-433e-a93a-a8e761563762/source/400x400bb.jpg,,,,,,,
21,2016-12-09,Traditional Country,Blue Girls,17,2016/12/08,Sarah McLachlan,Building A Mystery,Country Pop,,https://www.youtube.com/watch?v=_QUq72fla3o,,WHEN WILL THE TRUTH BE KNOWN,WalkingJoe,http://is3.mzstatic.com/image/thumb/Music/v4/43/eb/84/43eb846d-6ce4-8a6c-157a-1538f89d91d9/source/400x400bb.jpg,,,,,,,
21,2016-12-09,Traditional Country,Blue Girls,18,2016/12/08,Jamie Lynn Spears,How Could I Want More,Traditional Country,,https://www.youtube.com/watch?v=mdbyfWseIiw,,EVERYTHING YOU EVER WANTED,WalkingJoe,http://is4.mzstatic.com/image/thumb/Music6/v4/29/66/08/29660888-9ca6-b466-1111-bcf2c279ce1d/source/400x400bb.jpg,,,,,,,
22,2016-12-08,Country Pop,Country Jamz,19,2016/12/08,Keith Urban,Blue Ain't Your Color,Country Pop,,https://www.youtube.com/watch?v=SoIKv3xxuMA,,PRETTY FUNKY FOR A COUNTRY SONG,BuildTheWall,http://is1.mzstatic.com/image/thumb/Music49/v4/fc/30/d7/fc30d7aa-0ee0-5ae1-09f0-89a3de3b73b5/source/400x400bb.jpg,,,,,,,
22,2016-12-08,Country Pop,Country Jamz,20,2016/12/09,Laura Bell Bundy,Giddy On Up,Country Pop,,https://www.youtube.com/watch?v=3xfFbB2CRo8,,RIDE EM COWBOY,BuildTheWall,http://is5.mzstatic.com/image/thumb/Music/v4/d1/11/0a/d1110a90-5cc1-c2c8-7e44-9fdb17499681/source/400x400bb.jpg,,,,,,,
22,2016-12-08,Country Pop,Country Jamz,21,2016/12/10,Fleetwood Mac,Gold Dust Woman,Country Rock,Pop/Soft Rock,https://www.youtube.com/watch?v=cMp57bUzOB8,,SHE MAKES YOU CRY,BuildTheWall,http://is1.mzstatic.com/image/thumb/Music/v4/8e/75/28/8e752885-66d0-737c-11ef-4c706672997e/source/400x400bb.jpg,,,,,,,
22,2016-12-08,Country Pop,Country Jamz,22,2016/12/11,Deep Purple,Soldier Of Fortune,Country Rock,,https://www.youtube.com/watch?v=RKrNdxiBW3Y,,RESIGNING ONESELF,BuildTheWall,http://is1.mzstatic.com/image/thumb/Music/v4/b7/e2/af/b7e2afe5-d3be-ccae-ccea-73d926e13447/source/400x400bb.jpg,,,,,,,
22,2016-12-08,Country Pop,Country Jamz,23,2016/12/09,England Dan & John Ford Coley,I'd Really Love to See You Tonight,Country Pop,Funk/Groove,https://www.youtube.com/watch?v=tiiPdARuPh8,,THE HOOK PICKS UP NICELY,BuildTheWall,http://is2.mzstatic.com/image/thumb/Music/v4/48/b4/e8/48b4e800-59db-e569-17f3-d4c483acc381/source/400x400bb.jpg,,,,,,,
22,2016-12-08,Country Pop,Country Jamz,24,2016/12/09,Rosanne Cash,Seven Year Ache,Funk/Groove,Country Rock,https://www.youtube.com/watch?v=j3CN31N_qiY,,GOD I HOPE HE COMES BACK SOON,BuildTheWall,http://is5.mzstatic.com/image/thumb/Music/v4/af/32/99/af329960-61ff-ce92-282a-459c0aa196b5/source/400x400bb.jpg,,,,,,,
23,2016-12-10,Traditional Country,A Somber Love,25,2016/12/08,Jennifer Nettles,Unlove You,Traditional Country,,https://www.youtube.com/watch?v=wtj-YhjIrHQ,,TAKE ME NOWHERE TONIGHT,theseboots,http://is1.mzstatic.com/image/thumb/Music49/v4/3e/b9/44/3eb94400-72d6-4fdd-a81a-491dd5f0782a/source/400x400bb.jpg,,,,,,,
23,2016-12-10,Traditional Country,A Somber Love,26,2016/12/09,Chris Young,Tomorrow,Traditional Country,,https://www.youtube.com/watch?v=ETVjll5eR88,,LOVE LIKE THERE'S NO TOMORROW,theseboots,http://is4.mzstatic.com/image/thumb/Music/v4/7d/6b/70/7d6b70fc-b8ba-b201-fd97-c2fb3e1e52d6/source/400x400bb.jpg,,,,,,,
23,2016-12-10,Traditional Country,A Somber Love,27,2016/12/10,Todd Rundgren,Hello It's Me,Pop/Soft Rock,Classic/Hard Rock,https://www.youtube.com/watch?v=lLeCB7Kn-VE,,KNOW THAT YOUR FREE,theseboots,http://is3.mzstatic.com/image/thumb/Music/v4/bb/5f/fe/bb5ffed8-f3eb-9b1a-8380-4fe94900e09b/source/400x400bb.jpg,,,,,,,
23,2016-12-10,Traditional Country,A Somber Love,28,2016/12/11,Sheryl Crow,Always On Your Side,Pop/Soft Rock,,https://www.youtube.com/watch?v=FseuxxcTlvA,,EVEN THROUGH IT ALL,theseboots,http://is3.mzstatic.com/image/thumb/Music/v4/a5/b2/a9/a5b2a938-85d8-6120-d702-73d8e5dafef6/source/400x400bb.jpg,,,,,,,
23,2016-12-10,Traditional Country,A Somber Love,29,2016/12/11,Kansas,Dust in the Wind,Country Rock,,https://www.youtube.com/watch?v=tH2w6Oxx0kQ,,I CLOSE MY EYES,theseboots,http://is5.mzstatic.com/image/thumb/Music/v4/b3/3a/32/b33a3265-b79b-3c93-51e4-bf2155ab18bf/source/400x400bb.jpg,,,,,,,
23,2016-12-10,Traditional Country,A Somber Love,30,2016/12/11,Mark Wills,She's In Love,Traditional Country,,https://www.youtube.com/watch?v=c8hdsU5fMqU,,OLD FLAMES,theseboots,http://is4.mzstatic.com/image/thumb/Music/v4/28/8b/a5/288ba548-0c7d-42d3-0d52-14a587623e30/source/400x400bb.jpg,,,,,,,
24,2016-12-10,Traditional Country,With Fresh Eyes,31,2016/12/08,Eric Paslay,She Don't Love You,Traditional Country,,https://www.youtube.com/watch?v=MgJ7v8D8iFE,,SHE'S JUST LONELY,Crowles,http://is4.mzstatic.com/image/thumb/Music6/v4/92/52/13/925213be-4968-f29a-be0c-7f91bc3f842a/source/400x400bb.jpg,,,,,,,
24,2016-12-10,Traditional Country,With Fresh Eyes,32,2016/12/09,Eric Church,Springsteen,Traditional Country,,https://www.youtube.com/watch?v=l2gGXlW6wSY,,RELIVE THE CLASSICS,Crowles,http://is5.mzstatic.com/image/thumb/Music6/v4/78/b5/2e/78b52ef3-5817-b9e2-fb8a-62810f6ac9dc/source/400x400bb.jpg,,,,,,,
24,2016-12-10,Traditional Country,With Fresh Eyes,33,2016/12/10,Seth Evans,Woke Up in Nashville,Country Pop,,,,NEW HITS KEEP COMING,Crowles,not_found,,,,,,,4.27846E+14
24,2016-12-10,Traditional Country,With Fresh Eyes,34,2016/12/11,LOCASH,I Know Somebody,Country Pop,,https://www.youtube.com/watch?v=XgBFV7xhOXo,,YOU'RE LOOKING RIGHT IN HIS EYES,Crowles,http://is3.mzstatic.com/image/thumb/Music20/v4/76/64/7b/76647b64-134d-c77e-a58b-d45372527dec/source/400x400bb.jpg,,,,,,,
24,2016-12-10,Traditional Country,With Fresh Eyes,35,2016/12/11,Cam,Burning House,Traditional Country,,https://www.youtube.com/watch?v=uyGSe76rAJc,,A PLACE TO HOLD YOU TIGHT,Crowles,http://is4.mzstatic.com/image/thumb/Music62/v4/97/ce/99/97ce99e3-d40a-a877-4905-0f3cf172f301/source/400x400bb.jpg,,,,,,,
24,2016-12-10,Traditional Country,With Fresh Eyes,36,2016/12/11,Joe Nichols,Sunny and 75,Classic Rock,,https://www.youtube.com/watch?v=hZwVvwp8i-M,,WHEN THE WEATHER IS PERFECT,Crowles,http://is1.mzstatic.com/image/thumb/Music4/v4/c7/b0/e1/c7b0e1c9-f2ae-dd65-0067-af3c7d4fa477/source/400x400bb.jpg,,,,,,,
25,2016-12-09,Country Rock,Bad Ass Bands,37,2016/12/08,Florida Georgia Line,Confession,Country Rock,,https://www.youtube.com/watch?v=vwkYxPpmEPE,,WRITTEN MAGIC,MikeRyan,http://is2.mzstatic.com/image/thumb/Music1/v4/fb/03/ad/fb03ad41-47b8-c72d-98ee-704303c00e62/source/400x400bb.jpg,,,,,,,
25,2016-12-09,Country Rock,Bad Ass Bands,38,2016/12/09,Zac Brown Band,Colder Weather,Country Rock,,https://www.youtube.com/watch?v=oouFE51HcqM,,MAYBE TOMORROW WILL BE BETTER,MikeRyan,http://is2.mzstatic.com/image/thumb/Music/v4/d5/6c/e0/d56ce09a-696e-417f-cfb7-8ee5224a550a/source/400x400bb.jpg,,,,,,,
